-0.0008032671175897121	-7.127217769622803	1.0
-5.152255058288574	-0.005803165026009083	1.0
-6.956119060516357	-0.0009532198309898376	1.0
-0.0013955625472590327	-6.575138092041016	1.0
-8.10219669342041	-0.00030286493711173534	1.0
-5.748924255371094	-0.00319126108661294	1.0
-0.00020144341397099197	-8.510391235351562	1.0
-5.586694717407227	-0.0037544730585068464	1.0
-0.0007393010891973972	-7.210199356079102	1.0
-7.810807228088379	-0.00040546778473071754	1.0
-0.00025674383505247533	-8.267738342285156	1.0
-7.5591325759887695	-0.0005214046686887741	1.0
-4.769713878631592	-0.008519021794199944	1.0
-6.457839488983154	-0.0015694693429395556	1.0
-7.467755317687988	-0.000571326119825244	1.0
-4.8993817472364753e-05	-9.923192024230957	1.0
-0.0007446615491062403	-7.202986717224121	1.0
-5.674201020156033e-05	-9.777070045471191	1.0
-5.821304798126221	-0.0029681934975087643	1.0
-5.235116958618164	-0.005340476520359516	1.0
-6.0794889577664435e-05	-9.707304000854492	1.0
-0.0009024838218465447	-7.010850429534912	1.0
-6.470300674438477	-0.0015499495202675462	1.0
-4.448078632354736	-0.011769969947636127	1.0
-8.1343355178833	-0.0002933310461230576	1.0
