-0.014164389111101627	-4.264101028442383	1.0
-3.540453326422721e-05	-10.247389793395996	1.0
-0.006965994369238615	-4.970201015472412	1.0
-0.001374491723254323	-6.590376377105713	1.0
-2.108959197998047	-0.129384845495224	1.0
-0.07842066138982773	-2.5846221446990967	1.0
-0.0005523824947886169	-7.501513481140137	1.0
-0.0018390186596661806	-6.299437999725342	1.0
-0.021653780713677406	-3.843384265899658	1.0
-4.065515041351318	-0.017302988097071648	1.0
-3.6363296508789062	-0.026702240109443665	1.0
-0.006064703222364187	-5.1082940101623535	1.0
-0.007618538569658995	-4.880980491638184	1.0
-2.5064802169799805	-0.0850730612874031	1.0
-0.0014675810234621167	-6.524850845336914	1.0
-1.3436698913574219	-0.30230385065078735	1.0
-0.0008686583023518324	-7.049030303955078	1.0
-0.011028407141566277	-4.512792110443115	1.0
-4.644598484039307	-0.009659928269684315	1.0
-0.012455768883228302	-4.39178991317749	1.0
-3.5923755168914795	-0.027918938547372818	1.0
-0.01678580790758133	-4.09560489654541	1.0
-1.7928889989852905	-0.18209587037563324	1.0
-0.011339384131133556	-4.485140323638916	1.0
-3.464611768722534	-0.03178492933511734	1.0
