-0.01232154294848442	-4.40255880355835	1.0
-0.002422495512291789	-6.024147987365723	1.0
-0.0037936640437692404	-5.576306343078613	1.0
-5.8301544189453125	-0.0029419257771223783	1.0
-0.010659895837306976	-4.546597003936768	1.0
-0.003136241575703025	-5.766294479370117	1.0
-0.00038795097498223186	-7.8546857833862305	1.0
-5.750029563903809	-0.0031878151930868626	1.0
-5.190160751342773	-0.005586724728345871	1.0
-0.016123970970511436	-4.135497093200684	1.0
-0.000482442817883566	-7.637006759643555	1.0
-0.0012212683213874698	-6.708455562591553	1.0
-3.67077898979187	-0.025786275044083595	1.0
-7.764589786529541	-0.00042465253500267863	1.0
-0.007805797271430492	-4.856794357299805	1.0
-4.3694376945495605	-0.01273911353200674	1.0
-0.0006920088781043887	-7.276278972625732	1.0
-8.122502326965332	-0.0002967870968859643	1.0
-0.01443338580429554	-4.245416164398193	1.0
-2.6906898021698	-0.07024453580379486	1.0
-3.0831234455108643	-0.04689869284629822	1.0
-6.256181240081787	-0.0019204046111553907	1.0
-7.838754177093506	-0.00039426659350283444	1.0
-0.00206590723246336	-6.183238983154297	1.0
-6.435033798217773	-0.0016056514577940106	1.0
